Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Addington,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,698,656,6.4,933,0.7
Atholville,710,470,85,20,30,15.0,0,0,0,0,0,0.0,35,15,10,0,0,14.2,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"3,290","3,570",-7.8,119.58,27.5
Campbellton,"1,650","1,205",180,25,60,14.3,0,0,0,0,0,0.0,110,30,15,10,0,11.9,0,0,0,0,0,0.0,25,10,0,0,0,10.8,N.L.,459,452,1.5,35.81,12.8
Campbellton,"1,650","1,205",180,25,60,14.3,0,0,0,0,0,0.0,110,30,15,10,0,11.9,0,0,0,0,0,0.0,25,10,0,0,0,10.8,N.B.,"7,047","6,883",2.4,18.57,379.5
Tide Head,30,20,0,0,0,15.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,951,938,1.4,19.34,49.2
Dalhousie,505,295,130,50,10,16.1,0,0,0,0,0,0.0,40,0,0,0,0,5.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,090","1,067",2.2,62.62,17.4
Dalhousie,505,295,130,50,10,16.1,0,0,0,0,0,0.0,40,0,0,0,0,5.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"3,223","3,126",3.1,15.12,213.1
Saint-Quentin,295,75,45,0,10,13.3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,504","1,532",-1.8,"2,474.01",0.6
Saint-Quentin,295,75,45,0,10,13.3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"2,141","2,194",-2.4,4.24,504.7
Saint-Quentin,590,170,30,10,15,10.7,0,0,0,0,0,0.0,35,0,0,0,0,5.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,504","1,532",-1.8,"2,474.01",0.6
Saint-Quentin,590,170,30,10,15,10.7,0,0,0,0,0,0.0,35,0,0,0,0,5.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"2,141","2,194",-2.4,4.24,504.7
Belledune,100,225,105,25,10,22.4,0,0,0,0,0,0.0,10,0,0,0,0,5.6,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"1,325","1,417",-6.5,189.18,7
Indian Ranch,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,134,89,50.6,0.58,232.2
Tracadie,"2,280","1,050",390,90,55,14.2,0,0,0,0,0,0.0,95,0,0,0,0,4.4,0,0,0,0,0,0.0,20,0,0,0,0,5.0,N.B.,"16,043","16,114",-0.4,516.55,31.1
Allardville,60,35,30,10,0,18.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,949","2,032",-4.1,654.6,3
Bathurst,135,110,80,40,40,27.0,0,0,0,0,0,0.0,10,0,0,0,0,4.8,0,0,0,0,0,0.0,25,10,0,0,0,6.0,N.B.,"4,761","4,797",-0.8,"1,502.74",3.2
Bathurst,135,110,80,40,40,27.0,0,0,0,0,0,0.0,10,0,0,0,0,4.8,0,0,0,0,0,0.0,25,10,0,0,0,6.0,N.B.,"12,157","11,897",2.2,91.62,132.7
Pabineau 11,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,133,134,-0.7,4.92,27
Bathurst,"3,315","2,370",500,175,225,16.4,0,0,0,0,0,0.0,145,50,30,10,0,12.7,10,0,0,0,0,0.0,70,0,0,0,0,7.5,N.B.,"4,761","4,797",-0.8,"1,502.74",3.2
Bathurst,"3,315","2,370",500,175,225,16.4,0,0,0,0,0,0.0,145,50,30,10,0,12.7,10,0,0,0,0,0.0,70,0,0,0,0,7.5,N.B.,"12,157","11,897",2.2,91.62,132.7
Beresford,195,145,25,0,0,12.7,0,0,0,0,0,0.0,15,0,0,0,0,9.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"6,226","6,248",-0.4,455.61,13.7
Beresford,195,145,25,0,0,12.7,0,0,0,0,0,0.0,15,0,0,0,0,9.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"4,294","4,288",0.1,19.24,223.2
Pointe-Verte,45,15,0,0,0,11.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,865,886,-2.4,13.76,62.9
Petit-Rocher,325,125,10,0,0,10.4,0,0,0,0,0,0.0,20,0,0,0,0,6.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,954","1,897",3,4.52,432.2
Beresford,445,210,10,10,10,11.7,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"6,226","6,248",-0.4,455.61,13.7
Beresford,445,210,10,10,10,11.7,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"4,294","4,288",0.1,19.24,223.2
New Bandon,30,10,0,0,0,14.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,200","1,214",-1.2,359.28,3.3
Saint-Léolin,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,615,647,-4.9,19.73,31.2
Paquetville,40,0,0,0,0,13.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"2,250","2,329",-3.4,220.42,10.2
Paquetville,40,0,0,0,0,13.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,718,720,-0.3,9.26,77.5
Paquetville,220,95,40,0,0,13.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"2,250","2,329",-3.4,220.42,10.2
Paquetville,220,95,40,0,0,13.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,718,720,-0.3,9.26,77.5
Saint-Isidore,20,30,15,10,0,22.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,312","1,361",-3.6,173.14,7.6
Saint-Isidore,20,30,15,10,0,22.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,810,764,6,22.94,35.3
Saint-Isidore,20,30,15,10,0,22.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"3,286","2,880",14.1,102.61,32
Saint-Isidore,20,30,15,10,0,22.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,769","2,608",6.2,52.29,53
Saint-Isidore,95,95,30,0,0,15.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,312","1,361",-3.6,173.14,7.6
Saint-Isidore,95,95,30,0,0,15.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,810,764,6,22.94,35.3
Saint-Isidore,95,95,30,0,0,15.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"3,286","2,880",14.1,102.61,32
Saint-Isidore,95,95,30,0,0,15.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,769","2,608",6.2,52.29,53
Inkerman,215,300,85,0,20,18.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"2,373","2,366",0.3,107.63,22
Caraquet,40,60,70,10,0,22.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,261","1,337",-5.7,109.32,11.5
Caraquet,40,60,70,10,0,22.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"4,285","4,248",0.9,68.13,62.9
Bas-Caraquet,190,100,90,30,25,20.4,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,311","1,305",0.5,30.93,42.4
Caraquet,"1,055",940,410,55,40,17.7,0,0,0,0,0,0.0,70,20,0,0,0,8.4,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"1,261","1,337",-5.7,109.32,11.5
Caraquet,"1,055",940,410,55,40,17.7,0,0,0,0,0,0.0,70,20,0,0,0,8.4,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"4,285","4,248",0.9,68.13,62.9
Shippagan,335,170,35,15,15,14.5,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"4,781","4,800",-0.4,204.52,23.4
Shippagan,335,170,35,15,15,14.5,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"2,672","2,580",3.6,9.96,268.3
Le Goulet,75,25,0,0,0,9.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,749,793,-5.5,5.4,138.6
Shippagan,725,365,175,20,35,16.7,0,0,0,0,0,0.0,50,15,15,0,0,12.7,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"4,781","4,800",-0.4,204.52,23.4
Shippagan,725,365,175,20,35,16.7,0,0,0,0,0,0.0,50,15,15,0,0,12.7,0,0,0,0,0,0.0,10,0,0,0,0,0.0,N.B.,"2,672","2,580",3.6,9.96,268.3
Lamèque,455,195,30,40,10,13.9,0,0,0,0,0,0.0,25,0,0,0,0,2.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,301","1,285",1.2,12.4,104.9
Sainte-Marie-Saint-Raphaël,140,65,15,15,0,15.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,820,879,-6.7,15.84,51.8
Bertrand,45,30,0,0,0,12.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,"1,153","1,166",-1.1,57.01,20.2
Nigadoo,65,50,0,0,0,14.9,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,1.0,N.B.,997,963,3.5,7.65,130.4
Grande-Anse,65,50,30,25,0,20.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,731,899,-18.7,24.27,30.1
Maisonnette,20,0,0,0,0,6.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,N.B.,535,495,8.1,12.91,41.4
Les Îles-de-la-Madeleine,"2,890",795,100,45,30,10.4,20,0,10,0,0,14.4,65,10,0,0,0,7.1,30,0,0,0,0,7.8,30,10,0,0,0,4.8,Que.,"12,190","12,010",1.5,155.06,78.6
Grosse-Île,100,40,75,15,0,21.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,464,465,-0.2,32.28,14.4
Percé,160,145,70,10,10,17.5,0,0,0,0,0,0.0,15,0,0,0,0,6.4,0,0,0,0,0,0.0,0,10,0,0,0,0.0,Que.,"3,095","3,103",-0.3,432.81,7.2
Sainte-Thérèse-de-Gaspé,250,165,65,55,0,17.4,0,0,0,0,0,0.0,20,0,0,0,0,2.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,979,"1,015",-3.5,34.45,28.4
Grande-Rivière,525,240,55,25,0,12.4,0,0,0,0,0,0.0,30,10,0,0,0,6.2,10,0,0,0,0,0.0,10,0,0,0,0,13.2,Que.,"3,384","3,408",-0.7,87.92,38.5
Chandler,"1,480",610,130,55,25,12.7,0,0,0,0,0,0.0,85,10,0,0,0,5.2,20,0,0,0,0,4.0,20,10,0,0,0,12.0,Que.,"7,490","7,546",-0.7,418.45,17.9
Port-Daniel--Gascons,195,150,65,35,10,18.7,0,0,0,0,0,0.0,20,0,0,0,0,5.8,15,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,271","2,210",2.8,300.29,7.6
Mont-Alexandre,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,"1,800.87",0
Gaspé,"2,830","1,180",585,110,130,15.6,0,0,0,0,0,0.0,185,40,10,0,0,10.0,20,0,10,0,0,13.2,35,0,0,0,15,24.0,Que.,"15,063","14,568",3.4,"1,118.77",13.5
Cloridorme,70,10,0,0,0,11.9,0,0,0,0,0,0.0,25,0,0,0,0,1.7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,607,671,-9.5,158.74,3.8
Petite-Vallée,30,0,0,0,0,3.9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,157,170,-7.6,39.9,3.9
Grande-Vallée,190,60,20,10,15,13.7,0,0,0,0,0,0.0,40,0,0,0,0,6.1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,077","1,057",1.9,144.16,7.5
Murdochville,145,10,0,15,10,11.3,0,0,0,0,0,0.0,40,0,0,0,0,5.2,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Que.,643,651,-1.2,60.84,10.6
Rivière-Saint-Jean,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,"1,748.14",0
Rivière-Saint-Jean,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,227,215,5.6,513.36,0.4
Collines-du-Basque,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,817.84,0
Sainte-Madeleine-de-la-Rivière-Madeleine,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,289,289,0,262.35,1.1
Saint-Maxime-du-Mont-Louis,95,25,25,0,0,12.1,0,0,0,0,0,0.0,25,10,0,0,0,10.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,047","1,134",-7.7,232.67,4.5
Mont-Saint-Pierre,30,0,10,0,0,13.4,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,186,155,20,52.07,3.6
Rivière-à-Claude,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,141,128,10.2,155.95,0.9
Marsoui,20,0,10,0,0,21.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,289,275,5.1,181.4,1.6
La Martre,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,194,243,-20.2,175.23,1.1
Sainte-Anne-des-Monts,"1,435",330,85,50,35,11.4,10,10,0,0,0,8.5,70,20,10,0,0,10.2,0,0,0,0,0,0.0,10,0,10,0,0,20.0,Que.,"6,121","6,437",-4.9,263.51,23.2
Cap-Chat,225,110,10,20,0,12.8,0,0,0,0,0,0.0,35,0,0,0,0,6.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,516","2,476",1.6,181.31,13.9
Mont-Albert,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,167,179,-6.7,"3,463.19",0
Coulée-des-Adolphe,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,86.2,0
Bonaventure,"2,540","1,240",385,120,95,14.8,25,25,0,0,0,18.8,240,30,0,0,0,5.8,15,0,0,0,0,7.6,35,0,0,0,0,21.6,Que.,"2,733","2,706",1,104.5,26.2
Shigawake,30,0,0,0,0,8.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,333,292,14,76.82,4.3
Saint-Godefroi,10,10,0,0,0,9.5,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,350,380,-7.9,63.57,5.5
Hope Town,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,334,339,-1.5,51.26,6.5
Hope,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,584,568,2.8,70.55,8.3
Hope,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,B.C.,"6,686","6,181",8.2,40.87,163.6
Paspébiac,535,150,95,20,30,15.6,15,10,0,0,0,16.0,30,15,0,0,0,7.9,10,0,0,0,0,0.0,20,0,0,0,0,7.2,Que.,"3,033","3,164",-4.1,94.98,31.9
New Carlisle,195,130,55,30,0,17.3,0,0,0,0,0,0.0,20,0,0,0,0,8.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,336","1,388",-3.7,67.99,19.6
Bonaventure,610,310,50,20,35,14.8,0,10,0,0,0,24.0,40,0,0,0,0,4.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,733","2,706",1,104.5,26.2
Saint-Elzéar,35,30,35,15,0,22.4,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,464,458,1.3,204.16,2.3
Saint-Elzéar,35,30,35,15,0,22.4,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,623","2,400",9.3,87.07,30.1
Saint-Siméon,85,20,0,0,0,9.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,207","1,171",3.1,56.71,21.3
Saint-Siméon,85,20,0,0,0,9.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,139","1,227",-7.2,281.14,4.1
Caplan,215,105,25,20,0,14.0,0,0,0,0,0,0.0,25,0,0,0,0,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,966","2,024",-2.9,85.69,22.9
Saint-Alphonse,80,30,25,0,0,14.1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,711,699,1.7,112.09,6.3
New Richmond,700,430,100,10,20,14.1,0,10,0,0,0,0.0,90,10,0,0,0,5.4,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Que.,"3,683","3,706",-0.6,172.5,21.4
Cascapédia--Saint-Jules,25,15,0,0,0,8.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,764,730,4.7,164.29,4.7
Rivière-Bonaventure,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,59,35,68.6,"3,054.37",0
Maria,535,385,200,70,60,20.1,0,0,0,0,0,0.0,50,0,0,0,0,6.3,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,760","2,615",5.5,94.88,29.1
Carleton-sur-Mer,670,310,125,20,45,15.2,10,0,0,0,0,0.0,80,0,0,0,0,5.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"4,081","4,073",0.2,221.48,18.4
Escuminac,20,20,0,10,10,29.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,575,544,5.7,108.7,5.3
Ristigouche-Partie-Sud-Est,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,170,171,-0.6,51.76,3.3
Saint-André-de-Restigouche,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,154,161,-4.3,143.37,1.1
Matapédia,45,60,40,0,0,21.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,566,645,-12.2,71.59,7.9
Saint-Alexis-de-Matapédia,55,20,0,0,0,9.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,519,500,3.8,84.91,6.1
Saint-François-d'Assise,35,10,0,0,0,11.4,0,0,0,0,0,0.0,20,0,0,0,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,679,644,5.4,179.34,3.8
L'Ascension-de-Patapédia,10,15,0,15,15,40.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,148,164,-9.8,95.98,1.5
Gesgapegiag,200,10,0,10,0,6.2,0,0,0,0,0,0.0,15,0,0,0,0,3.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,637,653,-2.5,2.2,289.8
Rivière-Nouvelle,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,"1,087.60",0
Ruisseau-Ferguson,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,675.94,0
Sainte-Marguerite-Marie,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,183,166,10.2,85.97,2.1
Sainte-Florence,10,10,10,0,20,47.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,367,384,-4.4,103.48,3.5
Causapscal,295,120,40,15,0,12.7,0,0,0,0,0,0.0,40,0,0,0,0,5.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,147","2,304",-6.8,161.61,13.3
Albertville,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,239,226,5.8,103.13,2.3
Saint-Léon-le-Grand,50,15,0,0,0,7.9,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,968,953,1.6,128.26,7.5
Saint-Léon-le-Grand,50,15,0,0,0,7.9,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,863,928,-7,75.97,11.4
Saint-Zénon-du-Lac-Humqui,20,0,0,0,0,4.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,370,359,3.1,113.09,3.3
Sainte-Irène,0,10,0,0,0,29.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,369,327,12.8,135.09,2.7
Amqui,"1,625",885,115,55,35,12.8,0,0,0,0,0,0.0,185,40,10,0,0,8.9,0,0,0,0,0,0.0,0,20,0,0,0,19.5,Que.,"5,999","6,178",-2.9,121.02,49.6
Lac-au-Saumon,140,115,45,10,10,17.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"1,488","1,450",2.6,81.05,18.4
Saint-Vianney,15,0,0,0,0,8.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,Que.,446,441,1.1,145.6,3.1
Val-Brillant,60,0,0,0,0,5.9,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,899,927,-3,77.9,11.5
Saint-Cléophas,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,321,333,-3.6,97.22,3.3
Saint-Moïse,35,10,0,0,0,15.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,542,580,-6.6,109.8,4.9
Saint-Noël,25,20,0,0,0,13.8,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,392,398,-1.5,45.8,8.6
Saint-Damase,45,20,20,0,0,19.2,0,0,0,0,0,0.0,25,0,0,0,0,4.2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,"2,447","2,473",-1.1,79.65,30.7
Routhierville,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,20,18,11.1,626.26,0
Rivière-Vaseuse,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,Que.,0,0,0,275.3,0
